,0
Système d'exploitation, Windows 10Professionnel 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i5
Plateforme (Proc.), Intel Whiskey Lake
Type de processeur, Intel Core i5-8265U (Quad-Core 1.6GHz / 3.9GHz Turbo - Cache 6Mo)
Fréquence CPU, 1.6GHz
Nombre de core, 4
Taille de la mémoire, 4Go
Nombre de barrettes, 1
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2400MHz
Chipset graphique, Intel UHD Graphics 620
Ecran tactile, Non
Type de Dalle," Dalle VA (MVA, PVA)"
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1366x768pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), HDD-500Go
Disque dur, 500Go
Disque secondaire, Sans disque secondaire
Type de Disque, HDD (Hard Disk Drive)
Vitesse de rotation, 7200RPM
Interface du disque dur, Serial ATA-6Gb/s (SATA Revision 3)
Nombre de disques, 1
Nombre de disques max, 2
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes," SD (Secure Digital),  SDHC"
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil," Wi-Fi A (IEEE-802.11a),  Wi-Fi AC,  Wi-Fi B (IEEE-802.11b),  Wi-Fi G (IEEE-802.11g)"
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Non
Clavier RGB, Non
Pavé numérique, Oui
Lecteur biométrique, Oui
Office fourni, Non
Connecteur(s) disponible(s)," 1xPort pour clef Kensington,  1xJack 3,5mm Femelle Stéréo,  1xRJ45Femelle,  2xUSB-3.0,  1xUSB-3.0Type C"
Couleur, Argent
Profondeur, 256.9mm
Largeur, 364.9mm
Epaisseur, 19mm
Poids, 2kg
Gamme, HP ProBook
Ultrabook, Non
Hybride / Convertible, Non
Autonomie, 14Heure(s)
Nombre de cellules, 3
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 1année constructeur
Garanties légales, Voir les modalités
