,0
Système d'exploitation, Windows 10Professionnel 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i5
Plateforme (Proc.), Intel Comet Lake
Type de processeur, Intel Core i5-10210U (Quad-Core 1.6GHz / 4.2GHz Turbo - 8Threads - Cache 6Mo)
Fréquence CPU, 1.6GHz
Nombre de core, 4
Taille de la mémoire, 8Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Taille de mémoire Max, 16Go
Chipset graphique, Intel UHD Graphics
Ecran tactile, Non
Type de Dalle, Dalle TN
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-256Go + HDD-1To
Disque dur, SSD-256Go
Disque secondaire, HDD-1To
Type de Disque, HDD (Hard Disk Drive)
Vitesse de rotation, 5400RPM
Interface du disque dur, M.2 - PCI-E
Nombre de disques, 2
Nombre de disques max, 2
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes," SD (Secure Digital),  SDHC"
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi 6AX
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Non
Clavier RGB, Non
Pavé numérique, Oui
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xRJ45Femelle,  3xUSB-3.0,  1xUSB-3.0Type C"
Couleur, Noir
Profondeur, 244mm
Largeur, 361mm
Epaisseur, 19.9mm
Poids, 1.7kg
Gamme, Dynabook Satellite Pro
Ultrabook, Non
Hybride / Convertible, Non
Autonomie, 10Heure(s)
Nombre de cellules, 4
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garanties légales, Voir les modalités
