,0
Système d'exploitation, Sans OS
Famille OS, Sans OS
Langue de l'OS, N/A
Système d'exploitation fourni, Non
Marque processeur, Intel
Processeur, Intel Core i7
Plateforme (Proc.), Intel Comet Lake
Type de processeur, Intel Core i7-10510U (Quad-Core 1.8GHz / 4.9GHz Turbo - 8Threads - Cache 8Mo)
Fréquence CPU, 1.8GHz
Nombre de core, 4
Taille de la mémoire, 8Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Taille de mémoire Max, 64Go
Chipset graphique, Intel UHD Graphics
Ecran tactile, Non
Type de Dalle, Dalle IPS
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-512Go
Disque dur, SSD-512Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - PCI-E NVMe
Nombre de disques, 1
Nombre de disques max, 2
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes, micro SD
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Non
Pavé numérique, Non
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xUSB-3.0,  2xUSB-3.0Type C,  2xUSB-3.1"
Profondeur, 233.7mm
Largeur, 356.8mm
Epaisseur, 15.9mm
Poids, 1.6kg
Ultrabook, Non
Hybride / Convertible, Non
Capacité de la batterie, 52Wh
Nombre de cellules, 3
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
