,0
Système d'exploitation, Free DOS
Famille OS, Free DOS
Système d'exploitation fourni, Non
Marque processeur, Intel
Processeur, Intel Core i7
Plateforme (Proc.), Intel Coffee Lake
Type de processeur, Intel Core i7-8750H (Hexa-Core 2.2GHz / 4.1GHz Turbo - Cache 9Mo)
Fréquence CPU, 2.2GHz
Nombre de core, 6
Chipset, Mobile Intel HM370Express
Taille de la mémoire, 8Go
Nombre de barrettes, 1
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Taille de mémoire Max, 32Go
Chipset graphique, NVIDIA GeForce GTX-1060
Taille mémoire vidéo, 6Go
Type mémoire vidéo, GDDR5
Ecran tactile, Non
Type de Dalle, Dalle TN
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Oui
Taux de rafraîchissement, 120Hz
Configuration disque(s), SSD-256Go + HDD-1To
Disque dur, SSD-256Go
Disque secondaire, HDD-1To
Type de Disque, SSD (Solid State Drive)
Vitesse de rotation, 7200RPM
Interface du disque dur, Serial ATA
Nombre de disques, 2
Nombre de disques max, 2
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes," SD (Secure Digital),  SDHC"
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Type d'activités, Multimédia
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Oui
Pavé numérique, Oui
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xRJ45,  1xMicro (Jack3.5mm Femelle),  1xS/PDIF (Jack 3.5mm),  1xMini DisplayPort,  2xUSB-3.0,  1xHDMI-2.0Femelle,  1xUSB-3.1"
Couleur, Noir
Profondeur, 260mm
Largeur, 383mm
Epaisseur, 29mm
Poids, 2.2kg
Ultrabook, Non
Hybride / Convertible, Non
Nombre de cellules, 6
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
