,0
Système d'exploitation, Sans OS
Système d'exploitation fourni, Non
Plateforme (Proc.), Intel Coffee Lake R
Type de processeur, Intel Core i7-9700K (8-Core 3.6GHz / 4.9GHz Turbo - Cache 12Mo - TDP-95W)
Processeur, Intel Core i7
Fréquence CPU, 3.6GHz
Modèle refroidissement CPU, Be Quiet Dark Rock 4
Chipset, Intel Z390Express
Modèle de la carte mère, MSI Z390-A PRO
Taille de la mémoire, 16Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Marque de la RAM, G.Skill
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 64Go
Configuration disque(s), SSD-500Go
Disque dur, SSD-500Go
Modèle du SSD, Crucial MX500
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, Serial ATA-6Gb/s (SATA Revision 3)
Lecteur de disquettes, Non
Chipset graphique, Intel HD Graphics 630
Nombre de ports/Contrôleur Ethernet, 1xRealtek RTL8111H
Norme(s) réseau, 10/100/1000Mbps
Connecteurs panneau avant," 1xMicro (Jack3.5mm Femelle),  1xCasque (Jack 3.5mm Femelle)"
Connecteurs panneau arrière," 1xDVI Femelle,  2xUSB-2.0,  1xGigabit Ethernet - RJ45Femelle,  1xVGA (D-sub 15Femelle),  6xJack 3,5mm Femelle Stéréo,  1xPS/2,  4xUSB-3.0Type A Femelle"
Clavier et souris fournis, Non
Format de PC, Tour
Format du boitier, Moyen Tour
Modèle du boitier, Antec GX200
Largeur, 208mm
Hauteur, 426mm
Profondeur, 490mm
Poids, 10kg
Puissance, 550W
Modèle de l'alimentation, Corsair CX550M
Monté, Oui
Usage, Familial
Garanties légales, Voir les modalités
