,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, AMD
Processeur, AMD Ryzen 5
Plateforme (Proc.), AMD Renoir
Type de processeur, AMD Ryzen 5 4600H (Hexa-Core 3GHz / 4GHz Turbo)
Fréquence CPU, 3GHz
Nombre de core, 6
Taille de la mémoire, 8Go
Nombre de barrettes, 1
Nombre de slots mémoire disponibles, 2
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 3200MHz
Taille de mémoire Max, 32Go
Chipset graphique, NVIDIA GeForce GTX-1650Ti
Taille mémoire vidéo, 6Go
Type mémoire vidéo, GDDR6
Ecran tactile, Non
Type de Dalle, Dalle IPS
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 144Hz
Configuration disque(s), SSD-512Go
Disque dur, SSD-512Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - PCI-E
Nombre de disques, 1
Nombre de disques max, 1
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes, Aucun
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Oui
Pavé numérique, Oui
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xUSB-2.0,  2xUSB-3.2,  1xUSB-3.2Type C"
Matériau, Plastique
Couleur, Noir
Profondeur, 256mm
Largeur, 359mm
Poids, 2.3kg
Gamme, ASUS TUF
Ultrabook, Non
Hybride / Convertible, Non
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garanties légales, Voir les modalités
