,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i7
Plateforme (Proc.), Intel Coffee Lake R
Type de processeur, Intel Core i7-9750H (Hexa-Core 2.6GHz / 4.5GHz Turbo - 12Threads - Cache 12Mo)
Fréquence CPU, 2.6GHz
Nombre de core, 6
Chipset, Mobile Intel HM370Express
Taille de la mémoire, 16Go
Nombre de barrettes, 2
Nombre de slots mémoire disponibles, 0
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Taille de mémoire Max, 64Go
Chipset graphique, NVIDIA GeForce GTX-1660Ti
Taille mémoire vidéo, 6Go
Type mémoire vidéo, GDDR6
Ecran tactile, Non
Type de Dalle, Dalle IPS
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Oui
Taux de rafraîchissement, 144Hz
Configuration disque(s), SSD-512Go
Disque dur, SSD-512Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - PCI-E NVMe
Nombre de disques, 1
Nombre de disques max, 2
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes, SD (Secure Digital)
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Oui
Pavé numérique, Oui
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 2xPort pour clef Kensington,  1xJack 3,5mm Femelle Stéréo,  1xRJ45Femelle,  2xUSB-3.0,  1xUSB-3.1,  2xUSB-3.1Type C"
Couleur, Noir
Profondeur, 250mm
Largeur, 356.4mm
Epaisseur, 18.9mm
Poids, 2kg
Gamme, Gigabyte Aero
Ultrabook, Non
Hybride / Convertible, Non
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
