,0
Système d'exploitation, Windows 10Famille 64bits
Système d'exploitation fourni, Oui
Plateforme (Proc.), Intel Coffee Lake R
Type de processeur, Intel Core i7-9700K (Octo-Core 3.6GHz / 4.9GHz Turbo - 8Threads - Cache 12Mo)
Processeur, Intel Core i7
Fréquence CPU, 3.6GHz
Chipset, Intel Z390Express
Taille de la mémoire, 16Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 64Go
Configuration disque(s), SSD-1To + HDD-1To
Disque dur, SSD-1To
Disque secondaire, HDD-1To
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, M.2 - PCI-E NVMe
Lecteur Optique, Graveur DVD Super Multi
Lecteur de disquettes, Non
Chipset graphique, NVIDIA GeForce RTX-2080SUPER
Taille mémoire vidéo, 8Go
VR Ready (réalité virtuelle), Oui
Sans-fil, Oui
Nombre de ports/Contrôleur Ethernet, Intel WGI219V
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Bluetooth 5.0
Connecteurs panneau avant," 1xMicro (Jack3.5mm Femelle),  1xCasque (Jack 3.5mm Femelle),  1xUSB-2.0,  1xUSB-3.0"
Connecteurs panneau arrière," 5xJack 3,5mm Femelle Stéréo,  1xAudio numérique S/PDIF Optique,  1xMiniDin 6Femelle (PS/2),  1xRJ45Femelle,  4xUSB-2.0,  1xUSB-3.0,  1xUSB-3.0Type C,  3xDisplayPort Femelle,  1xDisplayPort USB Type C"
Clavier et souris fournis, Non
Format de PC, Tour
Format du boitier, Moyen Tour
Largeur, 210mm
Hauteur, 450mm
Profondeur, 488mm
Poids, 12kg
Puissance, 850W
Monté, Oui
Technologie Intel vPro, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
