,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i7
Plateforme (Proc.), Intel Coffee Lake R
Type de processeur, Intel Core i7-9750H (Hexa-Core 2.6GHz / 4.5GHz Turbo - 12Threads - Cache 12Mo)
Fréquence CPU, 2.6GHz
Nombre de core, 6
Taille de la mémoire, 16Go
Nombre de barrettes, 2
Nombre de slots mémoire disponibles, 0
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Chipset graphique, NVIDIA GeForce RTX-2070
Taille mémoire vidéo, 8Go
Type mémoire vidéo, GDDR6
Ecran tactile, Non
Type d'écran, OLED
Taille de l'écran, 15.6pouces
Résolution Max, 3840x2160pixels
Format de l'écran, 16/9
Ecran large, Oui
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Oui
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-1To
Disque dur, SSD-1To
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - PCI-E
Nombre de disques, 2
Nombre de disques max, 2
Emplacement mSATA/M.2, 2xM.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes, Aucun
Norme(s) réseau, 2.5Gbps Gigabit Ethernet (2.5GbE)
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 4.2
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Oui
Pavé numérique, Non
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xRJ45,  3xUSB-3.0,  1xMini DisplayPort,  1xThunderbolt 3"
Couleur, Argent
Profondeur, 276mm
Largeur, 360.5mm
Epaisseur Avant, 17.9mm
Epaisseur Arrière, 19.5mm
Poids, 2.16kg
Gamme, Alienware 15
Ultrabook, Non
Hybride / Convertible, Non
Capacité de la batterie, 76Wh
Nombre de cellules, 6
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
