,0
Système d'exploitation, Windows 10Professionnel 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i9
Plateforme (Proc.), Intel Comet Lake
Type de processeur, Intel Core i9-10980HK (Octo-Core 2.4GHz / 5.3GHz Turbo - 16Threads - Cache 16Mo)
Fréquence CPU, 2.4GHz
Nombre de core, 8
Chipset, Mobile Intel HM470Express
Taille de la mémoire, 64Go
Nombre de barrettes, 2
Nombre de slots mémoire disponibles, 0
Type de mémoire, DDR4
Taille de mémoire Max, 64Go
Chipset graphique, NVIDIA GeForce RTX-2080SUPER
Taille mémoire vidéo, 8Go
Type mémoire vidéo, GDDR6
Ecran tactile, Non
Type de Dalle, Dalle IPS
Type d'écran, LED
Taille de l'écran, 17.3pouces
Résolution Max, 3840x2160pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Oui
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-1To
Disque dur, SSD-1To
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - PCI-E NVMe
Nombre de disques, 1
Nombre de disques max, 2
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes, SD (Secure Digital)
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi 6AX
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Oui
Pavé numérique, Oui
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xCasque (Jack 3.5mm Femelle),  1xMicro (Jack3.5mm Femelle),  1xRJ45Femelle,  3xUSB-3.0,  1xMini DisplayPort,  1xThunderbolt 3/USB-C"
Couleur, Noir
Profondeur, 270mm
Largeur, 396mm
Epaisseur, 21.4mm
Poids, 2.5kg
Gamme, Gigabyte Aero
Ultrabook, Non
Hybride / Convertible, Non
Capacité de la batterie, 94.24Wh
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
