,0
Système d'exploitation, Windows 10Famille 64bits
Système d'exploitation fourni, Oui
Plateforme (Proc.), Intel Coffee Lake R
Type de processeur, Intel Core i9-9900KF (Octo-Core 3.6GHz / 5GHz Turbo - 16Threads - Cache 16Mo)
Processeur, Intel Core i9
Fréquence CPU, 3.6GHz
Chipset, Intel Z390Express
Taille de la mémoire, 32Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 32Go
Configuration disque(s), SSD-2To
Disque dur, SSD-2To
Disque secondaire, Sans disque secondaire
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, M.2 - PCI-E
Lecteur Optique, Aucun
Lecteur de disquettes, Non
Chipset graphique, NVIDIA GeForce RTX-2080Ti
Taille mémoire vidéo, 11Go
Type de multi-GPU, Aucun
VR Ready (réalité virtuelle), Oui
Sans-fil, Oui
Nombre de ports/Contrôleur Ethernet, Realtek RTL8111H
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi AC
Connecteurs panneau avant," 1xMicro (Jack3.5mm Femelle),  1xCasque (Jack 3.5mm Femelle),  1xUSB-2.0,  1xUSB-3.0"
Connecteurs panneau arrière," 5xJack 3,5mm Femelle Stéréo,  1xAudio numérique S/PDIF Optique,  1xRJ45Femelle,  2xUSB-2.0,  2xUSB-3.0,  1xUSB-3.0Type C,  2xUSB-3.1,  3xDisplayPort Femelle"
Clavier et souris fournis, Non
Format de PC, Desktop
Largeur, 129.74mm
Hauteur, 382.73mm
Profondeur, 396.39mm
Poids, 6.55kg
Puissance, 650W
Monté, Oui
Technologie Intel vPro, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
