,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i7
Plateforme (Proc.), Intel Comet Lake
Type de processeur, Intel Core i7-10510U (Quad-Core 1.8GHz / 4.9GHz Turbo - Cache 8Mo - TDP-15W)
Fréquence CPU, 1.8GHz
Nombre de core, 4
Taille de la mémoire, 16Go
Nombre de barrettes, 1
Type de mémoire, DDR3
Taille de mémoire Max, 16Go
Chipset graphique, Intel UHD Graphics
Ecran tactile, Non
Type de Dalle, Dalle TN
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), Intel Optane 32Go + SSD-512Go
Disque dur, SSD-512Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - PCI-E
Nombre de disques, 1
Nombre de disques max, 1
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes, SD (Secure Digital)
Norme(s) réseau sans-fil, Wi-Fi 6AX
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Non
Pavé numérique, Oui
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xUSB-3.0,  1xUSB-3.1,  1xUSB-3.1Type C"
Couleur, Bleu
Profondeur, 220mm
Largeur, 354mm
Epaisseur, 18.9mm
Poids, 1.65kg
Gamme, ASUS Zenbook
Ultrabook, Oui
Hybride / Convertible, Non
Autonomie, 10Heure(s)
Nombre de cellules, 8
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
