,0
Système d'exploitation, Windows 10Famille 64bits
Système d'exploitation fourni, Oui
Plateforme (Proc.), AMD Zen
Type de processeur, AMD Ryzen 7 3700X (8coeurs / 16threads - 3.60GHz - Turbo 4.40GHz - Cache 32Mo - TDP-65W)
Processeur, AMD Ryzen 7
Fréquence CPU, 3.6GHz
Modèle refroidissement CPU, Noctua NH-U12S AM4
Chipset, AMD X570
Modèle de la carte mère, MSI X570-A PRO
Taille de la mémoire, 16Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 3000MHz
Marque de la RAM, G.Skill
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 64Go
Configuration disque(s), SSD-1To
Modèle du SSD, Crucial P1NVMe
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, M.2 - PCI-E NVMe
Lecteur Optique, Aucun
Chipset graphique, NVIDIA GeForce RTX-2070
Taille mémoire vidéo, 8Go
Référence de la carte graphique, MSI GeForce RTX-2070Tri FROZR
VR Ready (réalité virtuelle), Oui
Nombre de ports/Contrôleur Ethernet, 1xIntégré
Connecteurs panneau avant," 2xUSB-2.0,  2xJack 3,5mm Femelle Stéréo"
Connecteurs panneau arrière," 5xJack 3,5mm Femelle Stéréo,  1xAudio numérique S/PDIF Optique,  2xUSB-2.0,  4xUSB-3.0,  1xUSB-3.1,  1xUSB-3.1Type C,  3xDisplayPort Femelle"
Format de PC, Tour
Format du boitier, Moyen Tour
Modèle du boitier, Corsair Carbide 275R TG
Puissance, 550W
Modèle de l'alimentation, Seasonic Focus PxPlatinum
Monté, Oui
Gamme, Canard PC
Garanties légales, Voir les modalités
