,0
Système d'exploitation, Windows 10Famille 64bits
Système d'exploitation fourni, Oui
Type de processeur, Intel Core i5-9600K (6-Core - 3.7GHz / 4.6GHz Turbo - Cache 9Mo - DMI-8GT/s)
Processeur, Intel Core i5
Fréquence CPU, 3.7GHz
Modèle refroidissement CPU, NZXT Kraken M22
Chipset, Intel Z390Express
Modèle de la carte mère, MSI MPG Z390GAMING EDGE AC
Taille de la mémoire, 16Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Marque de la RAM, Corsair Vengeance RGB Pro
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 64Go
Configuration disque(s), SSD-480Go
Modèle du SSD, Crucial P1
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, M.2 - PCI-E NVMe
Lecteur de disquettes, Non
Chipset graphique, 1xNVIDIA GeForce RTX-2070SUPER
Taille mémoire vidéo, 8Go
Référence de la carte graphique, MSI GeForce RTX-2070SUPER Ventus OC
Nombre de ports/Contrôleur Ethernet, Intégré
Norme(s) réseau," 10/100/1000Mbps,  Wi-Fi AC"
Connecteurs panneau avant," 1xMicro (Jack3.5mm Femelle),  1xCasque (Jack 3.5mm Femelle)"
Connecteurs panneau arrière," 5xJack 3,5mm Femelle Stéréo,  1xAudio numérique S/PDIF Optique,  2xUSB-2.0,  2xUSB-3.0,  1xUSB-3.1,  1xUSB-3.1Type C,  1xDisplayPort Femelle"
Clavier et souris fournis, Non
Format de PC, Tour
Format du boitier, Moyen Tour
Modèle du boitier, Phanteks Eclipse P400S Tempered Glass
Puissance, 750W
Modèle de l'alimentation, Antec HCG Gold
Monté, Oui
Gamme, Hellfest
Garanties légales, Voir les modalités
