,0
Système d'exploitation, Sans OS
Système d'exploitation fourni, Non
Plateforme (Proc.), Intel Coffee Lake
Type de processeur, Intel Core i7 9700K (3.60GHz - Turbo 4.90Ghz - 8coeurs - 12Mo de cache - TDP-95W)
Processeur, Intel Core i7
Fréquence CPU, 3.6GHz
Modèle refroidissement CPU, Corsair H115i Platinum
Chipset, Intel Z390Express
Modèle de la carte mère, Gigabyte Z390AORUS PRO WIFI
Taille de la mémoire, 16Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 3200MHz
Marque de la RAM, G.Skill Ripjaws V
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 64Go
Configuration disque(s), SSD-500Go + HDD-2To
Disque dur, SSD-500Go
Modèle du SSD, Samsung 970EVO Plus NVMe
Modèle du disque dur, Seagate Barracuda
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, M.2 - PCI-E NVMe
Lecteur de disquettes, Non
Chipset graphique, NVIDIA GeForce RTX-2080SUPER
Taille mémoire vidéo, 8Go
Référence de la carte graphique, MSI GeForce RTX-2080SUPER GAMING xTRIO
VR Ready (réalité virtuelle), Oui
Sans-fil, Oui
Nombre de ports/Contrôleur Ethernet, 1xIntégré
Norme(s) réseau sans-fil, Wi-Fi AC
Connecteurs panneau avant," 1xUSB-2.0,  2xJack 3,5mm Femelle Stéréo"
Connecteurs panneau arrière," 6xJack 3,5mm Femelle Stéréo,  1xAudio numérique S/PDIF Optique,  4xUSB-2.0,  3xUSB-3.0,  2xUSB-3.1,  1xUSB-3.1Type C Femelle,  3xDisplayPort Femelle,  1xDisplayPort USB Type C"
Clavier et souris fournis, Non
Format de PC, Tour
Format du boitier, Grand Tour
Modèle du boitier, Be Quiet Silent Base 801Window
Puissance, 850W
Modèle de l'alimentation, Be Quiet Straight Power 11Gold
Monté, Oui
Gamme, Elite
Garanties légales, Voir les modalités
