,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, AMD
Processeur, AMD Ryzen 5
Plateforme (Proc.), AMD Zen+
Type de processeur, AMD Ryzen 5 3500U (Quad-Core 2.1GHz / 3.7GHz Turbo - 8Threads - Cache 4Mo)
Fréquence CPU, 2.1GHz
Nombre de core, 4
Taille de la mémoire, 4Go
Nombre de barrettes, 1
Nombre de slots mémoire disponibles, 1
Type de mémoire, DDR4
Taille de mémoire Max, 12Go
Chipset graphique, AMD Radeon Vega 8Graphics
Ecran tactile, Non
Type de Dalle, Dalle IPS
Type d'écran, LED
Taille de l'écran, 14pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-256Go
Disque dur, SSD-256Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - SATA-6Gb/s
Nombre de disques, 1
Nombre de disques max, 1
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes, SD (Secure Digital)
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 4.2
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Non
Pavé numérique, Non
Lecteur biométrique, Oui
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xUSB-2.0,  2xUSB-3.0,  1xUSB-3.0Type C"
Couleur, Gris
Profondeur, 228mm
Largeur, 323mm
Epaisseur, 17.95mm
Poids, 1.45kg
Gamme, Acer Swift
Ultrabook, Oui
Hybride / Convertible, Non
Autonomie, 10Heure(s)
Capacité de la batterie, 3220mAh
Nombre de cellules, 4
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
