,0
Système d'exploitation, Windows 10Famille 64bits
Plateforme (Proc.), Intel Apollo Lake
Type de processeur, Processeur Intel Celeron J3455 (Quad-Core 1.5GHz /2.3GHz Turbo - 4threads - cache 2Mo)
Processeur, Intel Celeron J
Fréquence CPU, 2.3GHz
Taille de la mémoire, 2Go
Type de mémoire, DDR3L (1.35V)
Fréquence(s) Mémoire, DDR3 1866MHz
Capacité maximale de RAM par slot, 4Go
Capacité maximale de RAM, 8Go
Configuration disque(s), eMMC-32Go
Disque dur, eMMC-32Go
Disque secondaire, Sans disque secondaire
Type de Disque Système, eMMC (Puce à mémoire Flash)
Lecteur Optique, Aucun
Lecteur de disquettes, Non
Chipset graphique, Intel HD Graphics 500
VR Ready (réalité virtuelle), Non
Sans-fil, Oui
Nombre de ports/Contrôleur Ethernet, Intégré
Norme(s) réseau," 10/100/1000Mbps,  Wi-Fi AC"
Norme(s) réseau sans-fil, Wi-Fi AC
Connecteurs panneau avant," SD (Secure Digital),  1xMicro (Jack3.5mm Femelle),  1xCasque (Jack 3.5mm Femelle),  SDHC,  2xUSB-3.0"
Connecteurs panneau arrière," 1xVGA (D-sub 15Femelle),  1xRJ45Femelle,  2xUSB-3.0"
Clavier et souris fournis, Non
Format de PC, Mini PC
Format du boitier, Mini PC
Largeur, 115mm
Hauteur, 51mm
Profondeur, 111mm
Puissance, 65W
Monté, Oui
Usage, Familial
Technologie Intel vPro, Non
Garanties légales, Voir les modalités
