,0
Système d'exploitation, Windows 10Professionnel 64bits
Système d'exploitation fourni, Oui
Plateforme (Proc.), Intel Coffee Lake
Type de processeur, Intel Core i3-8100 (Quad-Core 3.6GHz - Cache 6Mo)
Processeur, Intel Core i3
Fréquence CPU, 3.6GHz
Taille de la mémoire, 4Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Capacité maximale de RAM par slot, 8Go
Capacité maximale de RAM, 16Go
Configuration disque(s), HDD-500Go
Disque dur, 500Go
Disque secondaire, Sans disque secondaire
Type de Disque Système, HDD (Hard Disk Drive)
Interface avec l'ordinateur disque dur système, Serial ATA
Vitesse de rotation, 7200RPM
Lecteur Optique, Graveur DVD Super Multi
Lecteur de disquettes, Non
Chipset graphique, Intel UHD Graphics 630
Type de multi-GPU, Aucun
VR Ready (réalité virtuelle), Non
Sans-fil, Non
Nombre de ports/Contrôleur Ethernet, 1xRealtek RTL8111HSH-CG
Norme(s) réseau, 10/100/1000Mbps
Connecteurs panneau avant," 1xJack 3,5mm Femelle Stéréo,  2xUSB-3.0,  SD (Secure Digital),  SDHC"
Connecteurs panneau arrière," 1xCasque (Jack 3.5mm Femelle),  1xLine IN (Jack 3.5mm Femelle),  1xGigabit Ethernet - RJ45Femelle,  4xUSB-2.0,  2xUSB-3.0,  1xDisplayPort Femelle"
Clavier et souris fournis, Oui
Format de PC, Tour
Format du boitier, Mini Tour
Largeur, 95mm
Hauteur, 270mm
Profondeur, 296mm
Poids, 4.6kg
Puissance, 180W
Monté, Oui
Usage, Professionnel
Technologie Intel vPro, Non
Garanties légales, Voir les modalités
