,0
Système d'exploitation, Windows 10Professionnel 64bits
Système d'exploitation fourni, Oui
Plateforme (Proc.), Intel Coffee Lake
Type de processeur, Intel Core i3-8100T (Quad-Core 3.1GHz - Cache 6Mo)
Processeur, Intel Core i3
Fréquence CPU, 3.1GHz
Chipset, Intel B360Express
Taille de la mémoire, 8Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 32Go
Configuration disque(s), SSD-256Go
Disque dur, SSD-256Go
Disque secondaire, Sans disque secondaire
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, M.2 - SATA-6Gb/s
Lecteur Optique, Aucun
Lecteur de disquettes, Non
Chipset graphique, Intel UHD Graphics 630
Type de multi-GPU, Aucun
VR Ready (réalité virtuelle), Non
Sans-fil, Oui
Nombre de ports/Contrôleur Ethernet, 1xIntel I219-V
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Bluetooth 4.2
Connecteurs panneau avant," 1xCasque (Jack 3.5mm Femelle),  1xMicro (Jack3.5mm Femelle),  1xUSB-3.0"
Connecteurs panneau arrière," 1xRJ45Femelle,  2xUSB-3.0,  2xUSB-3.1,  1xDisplayPort Femelle"
Clavier et souris fournis, Oui
Format de PC, Mini PC
Format du boitier, Mini PC
Largeur, 179mm
Hauteur, 34.5mm
Profondeur, 182.9mm
Poids, 1.32kg
Puissance, 65W
Monté, Oui
Usage, Professionnel
Technologie Intel vPro, Non
Garantie commerciale, 3années constructeur
Garanties légales, Voir les modalités
