,0
Système d'exploitation, Sans OS
Système d'exploitation fourni, Non
Plateforme (Proc.), Intel Coffee Lake
Type de processeur, Intel Core i3-8109U (Dual-Core 3GHz / 3.6Ghz Turbo - 4Threads - Cache 4Mo)
Processeur, Intel Core i3
Fréquence CPU, 3GHz
Modèle refroidissement CPU, Ventirad d'origine
Taille de la mémoire, 8Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2400MHz
Marque de la RAM, Crucial
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 32Go
Configuration disque(s), SSD-240Go
Disque dur, SSD-250Go
Disque secondaire, Sans disque secondaire
Modèle du SSD, Kingston A2000
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, M.2 - PCI-E
Lecteur Optique, Aucun
Lecteur de disquettes, Non
Chipset graphique, Intel Iris Plus Graphics 655
Type de multi-GPU, Aucun
VR Ready (réalité virtuelle), Non
Sans-fil, Oui
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi AC-1733Mbps (IEEE-802.11ac)
Connecteurs panneau avant," micro SD,  1xJack 3,5mm Femelle Stéréo,  micro SDHC,  2xUSB-3.0"
Connecteurs panneau arrière," Gigabit Ethernet - RJ45Femelle,  2xUSB-3.0,  1xHDMI-2.0Femelle,  1xUSB-3.1Type C Femelle"
Clavier et souris fournis, Non
Format de PC, Mini PC
Format du boitier, Mini PC
Largeur, 112mm
Hauteur, 35mm
Profondeur, 117mm
Puissance, 65W
Monté, Oui
Usage, Familial
Garanties légales, Voir les modalités
