,0
Système d'exploitation, Windows 10Famille 64bits
Système d'exploitation fourni, Oui
Plateforme (Proc.), AMD Zen+
Type de processeur, AMD Ryzen 5 1600AF (6coeurs / 12threads - 3.20Ghz - Turbo 3.60Ghz - Cache 16Mo - TDP-65W)
Processeur, AMD Ryzen 5
Fréquence CPU, 3.2GHz
Modèle refroidissement CPU, Ventirad AMD d'origine
Chipset, AMD A320
Modèle de la carte mère, Asus Prime A320M-K
Taille de la mémoire, 16Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Marque de la RAM, Corsair
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 32Go
Configuration disque(s), SSD-480Go
Modèle du SSD, Kingston A400
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, Serial ATA-6Gb/s (SATA Revision 3)
Lecteur Optique, Aucun
Lecteur de disquettes, Non
Chipset graphique, AMD Radeon RX-570
Taille mémoire vidéo, 8Go
Référence de la carte graphique, Sapphire PULSE Radeon RX-570 8GD5
Type de multi-GPU, Aucun
Sans-fil, Non
Nombre de ports/Contrôleur Ethernet, 1xIntégré
Connecteurs panneau avant," 1xMicro (Jack3.5mm Femelle),  1xCasque (Jack 3.5mm Femelle),  1xUSB-2.0"
Connecteurs panneau arrière," 2xHDMI Femelle,  2xUSB-2.0,  3xJack 3,5mm Femelle Stéréo,  4xUSB-3.0"
Clavier et souris fournis, Non
Format de PC, Tour
Modèle du boitier, BitFenixNova
Puissance, 450W
Modèle de l'alimentation, Corsair CXM
Monté, Oui
Gamme, Canard PC
Garanties légales, Voir les modalités
