,0
Système d'exploitation, Windows 10Professionnel 64bits
Système d'exploitation fourni, Oui
Plateforme (Proc.), Intel Coffee Lake
Type de processeur, Intel Core i5-8400 (Hexa-Core 2.8GHz / 4GHz Turbo - Cache 9Mo)
Processeur, Intel Core i5
Fréquence CPU, 2.8GHz
Chipset, Intel H310Express
Taille de la mémoire, 8Go
Type de mémoire, DDR4
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 32Go
Configuration disque(s), SSD-128Go + HDD-1To
Disque dur, SSD-128Go
Disque secondaire, HDD-1To
Type de Disque Système, SSD (Solid State Drive)
Interface avec l'ordinateur disque dur système, M.2 - PCI-E
Lecteur Optique, Aucun
Lecteur de disquettes, Non
Chipset graphique, NVIDIA GeForce GTX-1050Ti
Taille mémoire vidéo, 4Go
Type de multi-GPU, Aucun
VR Ready (réalité virtuelle), Non
Sans-fil, Oui
Nombre de ports/Contrôleur Ethernet, 1xIntel I219-V
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Bluetooth 4.2
Connecteurs panneau avant," 1xJack 3,5mm Femelle Stéréo,  1xMicro (Jack3.5mm Femelle)"
Connecteurs panneau arrière," 3xJack 3,5mm Femelle Stéréo,  1xRJ45,  4xUSB-2.0,  2xUSB-3.0,  1xDVI Femelle,  1xHDMI-2.0Femelle"
Clavier et souris fournis, Non
Format de PC, Desktop
Largeur, 356.8mm
Hauteur, 71.83mm
Profondeur, 420.2mm
Poids, 6.36kg
Puissance, 300W
Monté, Oui
Technologie Intel vPro, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
