,0
Système d'exploitation, Windows 10Famille 64bits
Système d'exploitation fourni, Oui
Plateforme (Proc.), Intel Coffee Lake R
Type de processeur, Intel Core i7-9700 (Octo-Core 3GHz / 4.7GHz Turbo - 8Threads - Cache 12Mo)
Processeur, Intel Core i7
Fréquence CPU, 3GHz
Chipset, Intel Z370Express
Taille de la mémoire, 8Go
Type de mémoire, DDR4
Fréquence(s) Mémoire, DDR4 2666MHz
Capacité maximale de RAM par slot, 16Go
Capacité maximale de RAM, 64Go
Configuration disque(s), SSD-256Go + HDD-1To
Disque dur, SSD-256Go
Disque secondaire, HDD-1To
Type de Disque Système, HDD (Hard Disk Drive)
Interface avec l'ordinateur disque dur système, M.2 - PCI-E
Vitesse de rotation, 7200RPM
Lecteur Optique, Aucun
Lecteur de disquettes, Non
Chipset graphique, NVIDIA GeForce GTX-1660Ti
Taille mémoire vidéo, 6Go
Type de multi-GPU, Aucun
VR Ready (réalité virtuelle), Oui
Sans-fil, Oui
Nombre de ports/Contrôleur Ethernet, Intégré
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Bluetooth 5.0
Connecteurs panneau avant," 1xCasque (Jack 3.5mm Femelle),  1xMicro (Jack3.5mm Femelle),  3xUSB-3.0"
Connecteurs panneau arrière," 6xJack 3,5mm Femelle Stéréo,  1xAudio numérique S/PDIF Optique,  1xRJ45Femelle,  5xUSB-2.0,  3xUSB-3.0,  1xUSB-3.1,  1xUSB-3.1Type C,  3xDisplayPort Femelle"
Clavier et souris fournis, Oui
Format de PC, Tour
Largeur, 222.8mm
Hauteur, 481.6mm
Profondeur, 431.6mm
Poids, 17.8kg
Puissance, 460W
Monté, Oui
Technologie Intel vPro, Non
Garantie commerciale, 1année constructeur
Garanties légales, Voir les modalités
