,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i5
Plateforme (Proc.), Intel Ice Lake
Type de processeur, Intel Core i5-1035G1 (Quad-Core 1GHz / 3.6GHz Turbo - 8Threads - Cache 6Mo)
Fréquence CPU, 1GHz
Nombre de core, 4
Taille de la mémoire, 8Go
Nombre de barrettes, 2
Nombre de slots mémoire disponibles, 0
Type de mémoire, DDR4
Taille de mémoire Max, 20Go
Chipset graphique, Intel UHD Graphics
Ecran tactile, Non
Type de Dalle, Dalle TN
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-512Go
Disque dur, SSD-512Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - PCI-E
Nombre de disques, 1
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi 6AX
Technologie Bluetooth, Bluetooth 5.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Non
Clavier RGB, Non
Pavé numérique, Oui
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xRJ45,  1xUSB-2.0,  2xUSB-3.0,  1xUSB-3.0Type C"
Couleur, Noir
Profondeur, 250.5mm
Largeur, 363.4mm
Epaisseur, 17.95mm
Poids, 1.8kg
Gamme, Acer Aspire
Ultrabook, Non
Hybride / Convertible, Non
Autonomie, 8Heure(s)
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
