,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i5
Plateforme (Proc.), Intel Skylake
Type de processeur, Intel Core i5-6300U (Dual-Core 2.4GHz / 3GHz Turbo - 4Threads - Cache 3Mo)
Fréquence CPU, 2.4GHz
Nombre de core, 2
Taille de la mémoire, 8Go
Nombre de barrettes, 2
Nombre de slots mémoire disponibles, 0
Type de mémoire, DDR4
Taille de mémoire Max, 12Go
Chipset graphique, Intel HD Graphics 520
Ecran tactile, Non
Type de Dalle, Dalle TN
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1366x768pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-512Go
Disque dur, SSD-512Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - SATA-6Gb/s
Nombre de disques, 1
Nombre de disques max, 2
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 4.2
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Non
Clavier RGB, Non
Pavé numérique, Oui
Lecteur biométrique, Non
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xRJ45Femelle,  2xUSB-2.0,  1xUSB-3.0"
Couleur, Rouge
Profondeur, 247.5mm
Largeur, 363.4mm
Epaisseur, 19.9mm
Poids, 1.9kg
Gamme, Acer Aspire
Ultrabook, Non
Hybride / Convertible, Non
Autonomie, 7.5Heure(s)
Capacité de la batterie, 36Wh
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
