,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Pentium
Plateforme (Proc.), Intel Gemini Lake
Type de processeur, Intel Pentium Silver N5000 (Quad-Core 1.1GHz / 2.7GHz Rafale - Cache 4Mo)
Fréquence CPU, 1.1GHz
Nombre de core, 4
Taille de la mémoire, 4Go
Nombre de barrettes, 1
Type de mémoire, DDR4
Taille de mémoire Max, 4Go
Chipset graphique, Intel UHD Graphics 605
Ecran tactile, Non
Type de Dalle, Dalle IPS
Type d'écran, LED
Taille de l'écran, 14pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), eMMC-64Go
Disque dur, eMMC-64Go
Disque secondaire, Sans disque secondaire
Type de Disque, eMMC (Puce à mémoire Flash)
Interface du disque dur, M.2 - SATA-6Gb/s
Nombre de disques, 1
Nombre de disques max, 1
Emplacement mSATA/M.2, Aucun
Lecteur Optique, Aucun
Lecteur de cartes, SD (Secure Digital)
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 4.0
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Pavé numérique, Non
Lecteur biométrique, Oui
Office fourni, Oui
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xUSB-2.0,  2xUSB-3.0,  1xUSB-3.0Type C"
Couleur, Gris
Profondeur, 228mm
Largeur, 323mm
Epaisseur, 14.95mm
Poids, 1.3kg
Gamme, Acer Swift
Ultrabook, Oui
Hybride / Convertible, Non
Autonomie, 15Heure(s)
Capacité de la batterie, 4670mAh
Nombre de cellules, 3
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garanties légales, Voir les modalités
