,0
Système d'exploitation, Windows 10Professionnel 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i7
Plateforme (Proc.), Intel Coffee Lake
Type de processeur, Intel Core i7-8750H (Hexa-Core 2.2GHz / 4.1GHz Turbo - Cache 9Mo)
Fréquence CPU, 2.2GHz
Nombre de core, 6
Taille de la mémoire, 16Go
Nombre de barrettes, 1
Type de mémoire, DDR4
Taille de mémoire Max, 32Go
Chipset graphique, NVIDIA GeForce GTX-1050
Taille mémoire vidéo, 4Go
Type mémoire vidéo, GDDR5
Ecran tactile, Non
Type de Dalle, Dalle IPS
Type d'écran, LED
Taille de l'écran, 15.6pouces
Résolution Max, 1920x1080pixels
Format de l'écran, 16/9
Ecran large, Oui
Dalle mate/antireflets, Oui
Dalle brillante, Non
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-512Go
Disque dur, SSD-512Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - SATA-6Gb/s
Nombre de disques, 1
Nombre de disques max, 2
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes, SD (Secure Digital)
Norme(s) réseau, 10/100/1000Mbps
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 4.2
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Non
Pavé numérique, Oui
Lecteur biométrique, Oui
Office fourni, Non
Connecteur(s) disponible(s)," 1xPort pour clef Kensington,  1xJack 3,5mm Femelle Stéréo,  1xRJ45,  2xUSB-2.0,  1xUSB-3.0,  1xUSB-3.0Type C"
Couleur, Gris
Profondeur, 256mm
Largeur, 380mm
Epaisseur, 19.2mm
Poids, 2.3kg
Gamme, ASUS Vivobook
Ultrabook, Non
Hybride / Convertible, Non
Nombre de cellules, 3
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garanties légales, Voir les modalités
