,0
Système d'exploitation, Windows 10Famille 64bits
Famille OS, Microsoft Windows 10
Langue de l'OS, Français
Système d'exploitation fourni, Oui
Marque processeur, Intel
Processeur, Intel Core i5
Plateforme (Proc.), Intel Kaby Lake R
Type de processeur, Intel Core i5-8250U (Quad-Core 1.6GHz / 3.4GHz Turbo - Cache 6Mo)
Fréquence CPU, 1.6GHz
Nombre de core, 4
Taille de la mémoire, 8Go
Type de mémoire, DDR3
Fréquence(s) Mémoire, DDR3 1866MHz
Taille de mémoire Max, 8Go
Chipset graphique, Intel UHD Graphics 620
Ecran tactile, Oui
Type de Dalle, Dalle IPS
Type d'écran, LED tactile
Taille de l'écran, 13.3pouces
Résolution Max, 3840x2160pixels
Format de l'écran, 16/9
Ecran large, Oui
NVIDIA G-SYNC, Non
VR Ready (réalité virtuelle), Non
Taux de rafraîchissement, 60Hz
Configuration disque(s), SSD-256Go
Disque dur, SSD-256Go
Disque secondaire, Sans disque secondaire
Type de Disque, SSD (Solid State Drive)
Interface du disque dur, M.2 - PCI-E
Nombre de disques, 1
Nombre de disques max, 1
Emplacement mSATA/M.2, M.2 (occupé)
Lecteur Optique, Aucun
Lecteur de cartes," micro SD,  micro SDHC"
Norme(s) réseau sans-fil, Wi-Fi AC
Technologie Bluetooth, Bluetooth 4.2
Sans-fil, Oui
Webcam, Oui
Type de H.P, Intégrés
Norme du clavier, AZERTY
Localisation, Français
Clavier rétroéclairé, Oui
Clavier RGB, Non
Pavé numérique, Non
Lecteur biométrique, Oui
Office fourni, Non
Connecteur(s) disponible(s)," 1xJack 3,5mm Femelle Stéréo,  1xUSB-3.1Type C Femelle"
Couleur, Argent
Profondeur, 199mm
Largeur, 302mm
Epaisseur, 16mm
Poids, 1.27kg
Gamme, Dell XPS
Ultrabook, Oui
Hybride / Convertible, Non
Nombre de cellules, 4
Batterie amovible, Non
Chargeur secteur USB-C, Non
Garantie commerciale, 2années constructeur
Garanties légales, Voir les modalités
